,first_name,last_name,party,gender,chamber,congress_number,DOB,method,proportion_male,proportion_female,predicted_gender,final_gender
2555,Edward,Madigan,R,M,house,102,1936.0,ssa,,,,M
2556,Thomas,Manton,D,M,house,102,1932.0,ssa,,,,M
2557,Edward,Markey,D,M,house,102,1946.0,ssa,,,,M
2559,David,Martin,R,M,house,102,1944.0,ssa,,,,M
2560,Matthew,Martinez,D,M,house,102,1929.0,ipums,,,,M
2561,Robert,Matsui,D,M,house,102,1941.0,ssa,,,,M
2562,Nicholas,Mavroules,D,M,house,102,1929.0,ipums,,,,M
2563,Romano,Mazzoli,D,M,house,102,1932.0,ssa,,,,M
2564,Alfred,McCandless,R,M,house,102,1927.0,ipums,,,,M
2565,Frank,McCloskey,D,M,house,102,1939.0,ssa,,,,M
2566,Bill,McCollum,R,M,house,102,1944.0,ssa,,,,M
2567,Jim,McCrery,R,M,house,102,1949.0,ssa,,,,M
2568,David,McCurdy,D,M,house,102,1950.0,ssa,,,,M
2569,Joseph,McDade,R,M,house,102,1931.0,ssa,,,,M
2570,Jim,McDermott,D,M,house,102,1936.0,ssa,,,,M
2572,Raymond,McGrath,R,M,house,102,1942.0,ssa,,,,M
2573,Matthew,McHugh,D,M,house,102,1938.0,ssa,,,,M
2574,John,McMillan,R,M,house,102,1932.0,ssa,,,,M
2575,Charles,McMillen,D,M,house,102,1952.0,ssa,,,,M
2576,Michael,McNulty,D,M,house,102,1947.0,ssa,,,,M
2577,Jan,Meyers,R,F,house,102,1928.0,ipums,,,,F
2578,Kweisi,Mfume,D,M,house,102,1948.0,ssa,,,,M
2579,Robert,Michel,R,M,house,102,1923.0,ipums,,,,M
2580,George,Miller,D,M,house,102,1945.0,ssa,,,,M
2581,Clarence,Miller,R,M,house,102,1917.0,ipums,,,,M
2582,John,Miller,R,M,house,102,1938.0,ssa,,,,M
2583,Norman,Mineta,D,M,house,102,1931.0,ssa,,,,M
2584,Patsy,Mink,D,F,house,102,1927.0,ipums,,,,F
2585,Joe,Moakley,D,M,house,102,1927.0,ipums,,,,M
2586,Susan,Molinari,R,F,house,102,1958.0,ssa,,,,F
2587,Alan,Mollohan,D,M,house,102,1943.0,ssa,,,,M
2588,Sonny,Montgomery,D,M,house,102,1920.0,ipums,,,,M
2590,Carlos,Moorhead,R,M,house,102,1922.0,ipums,,,,M
2591,James,Moran,D,M,house,102,1945.0,ssa,,,,M
2592,Constance,Morella,R,F,house,102,1931.0,ssa,,,,F
2594,Robert,Mrazek,D,M,house,102,1945.0,ssa,,,,M
2595,Austin,Murphy,D,M,house,102,1927.0,ipums,,,,M
2596,John,Murtha,D,M,house,102,1932.0,ssa,,,,M
2597,John,Myers,R,M,house,102,1927.0,ipums,,,,M
2598,David,Nagle,D,M,house,102,1943.0,ssa,,,,M
2599,William,Natcher,D,M,house,102,1909.0,ipums,,,,M
2600,Stephen,Neal,D,M,house,102,1934.0,ssa,,,,M
2601,Richard,Neal,D,M,house,102,1949.0,ssa,,,,M
2602,Richard,Nichols,R,M,house,102,1926.0,ipums,,,,M
2603,Eleanor,Norton,D,F,house,102,1937.0,ssa,,,,F
2604,Henry,Nowak,D,M,house,102,1935.0,ssa,,,,M
2605,James,Nussle,R,M,house,102,1960.0,ssa,,,,M
2606,Mary,Oakar,D,F,house,102,1940.0,ssa,,,,F
2607,James,Oberstar,D,M,house,102,1934.0,ssa,,,,M
2608,David,Obey,D,M,house,102,1938.0,ssa,,,,M
2609,James,Olin,D,M,house,102,1920.0,ipums,,,,M
2610,John,Olver,D,M,house,102,1936.0,ssa,,,,M
2611,Solomon,Ortiz,D,M,house,102,1938.0,ssa,,,,M
2612,William,Orton,D,M,house,102,1948.0,ssa,,,,M
2613,Douglas,Owens,D,M,house,102,1937.0,ssa,,,,M
2614,Major,Owens,D,M,house,102,1936.0,ssa,,,,M
2615,Michael,Oxley,R,M,house,102,1944.0,ssa,,,,M
2616,Ron,Packard,R,M,house,102,1931.0,ssa,,,,M
2617,Frank,Pallone,D,M,house,102,1951.0,ssa,,,,M
2618,Leon,Panetta,D,M,house,102,1938.0,ssa,,,,M
2619,Mike,Parker,D,M,house,102,1949.0,ssa,,,,M
2620,Ed,Pastor,D,M,house,102,1943.0,ssa,,,,M
2621,Elizabeth,Patterson,D,F,house,102,1939.0,ssa,,,,F
2622,Bill,Paxon,R,M,house,102,1954.0,ssa,,,,M
2623,Donald,Payne,D,M,house,102,1934.0,ssa,,,,M
2624,Lewis,Payne,D,M,house,102,1945.0,ssa,,,,M
2625,Donald,Pease,D,M,house,102,1931.0,ssa,,,,M
2626,Nancy,Pelosi,D,F,house,102,1940.0,ssa,,,,F
2627,Timothy,Penny,D,M,house,102,1951.0,ssa,,,,M
2628,Carl,Perkins,D,M,house,102,1954.0,ssa,,,,M
2629,Douglas,Peterson,D,M,house,102,1935.0,ssa,,,,M
2630,Collin,Peterson,D,M,house,102,1944.0,ssa,,,,M
2631,Tom,Petri,R,M,house,102,1940.0,ssa,,,,M
2632,Owen,Pickett,D,M,house,102,1930.0,ssa,,,,M
2633,J.J.,Pickle,D,M,house,102,1913.0,ipums,,,,M
2634,John,Porter,R,M,house,102,1935.0,ssa,,,,M
2635,Glenn,Poshard,D,M,house,102,1945.0,ssa,,,,M
2636,David,Price,D,M,house,102,1940.0,ssa,,,,M
2637,Carl,Pursell,R,M,house,102,1932.0,ssa,,,,M
2638,James,Quillen,R,M,house,102,1916.0,ipums,,,,M
2639,Nick,Rahall,D,M,house,102,1949.0,ssa,,,,M
2640,James,Ramstad,R,M,house,102,1946.0,ssa,,,,M
2641,Charles,Rangel,D,M,house,102,1930.0,ssa,,,,M
2642,Arthur,Ravenel,R,M,house,102,1927.0,ipums,,,,M
2643,Richard,Ray,D,M,house,102,1927.0,ipums,,,,M
2644,Jack,Reed,D,M,house,102,1949.0,ssa,,,,M
2645,Ralph,Regula,R,M,house,102,1924.0,ipums,,,,M
2646,John,Rhodes,R,M,house,102,1943.0,ssa,,,,M
2647,Bill,Richardson,D,M,house,102,1947.0,ssa,,,,M
2648,Thomas,Ridge,R,M,house,102,1945.0,ssa,,,,M
2649,Frank,Riggs,R,M,house,102,1950.0,ssa,,,,M
2650,Matthew,Rinaldo,R,M,house,102,1931.0,ssa,,,,M
2651,Donald,Ritter,R,M,house,102,1940.0,ssa,,,,M
2652,Pat,Roberts,R,M,house,102,1936.0,ssa,,,,M
2653,Robert,Roe,D,M,house,102,1924.0,ipums,,,,M
2654,Tim,Roemer,D,M,house,102,1956.0,ssa,,,,M
2655,Harold,Rogers,R,M,house,102,1937.0,ssa,,,,M
2656,Dana,Rohrabacher,R,M,house,102,1947.0,ssa,,,,M
2657,Ileana,Ros-Lehtinen,R,F,house,102,1952.0,ssa,,,,F
2658,Charles,Rose,D,M,house,102,1939.0,ssa,,,,M
2659,Daniel,Rostenkowski,D,M,house,102,1928.0,ipums,,,,M
2660,Toby,Roth,R,M,house,102,1938.0,ssa,,,,M
2661,Marge,Roukema,R,F,house,102,1929.0,ipums,,,,F
2662,James,Rowland,D,M,house,102,1926.0,ipums,,,,M
2663,Edward,Roybal,D,M,house,102,1916.0,ipums,,,,M
2664,Martin,Russo,D,M,house,102,1944.0,ssa,,,,M
2665,Martin,Sabo,D,M,house,102,1938.0,ssa,,,,M
2666,Bernard,Sanders,I,M,house,102,1941.0,ssa,,,,M
2667,George,Sangmeister,D,M,house,102,1931.0,ssa,,,,M
2668,Richard,Santorum,R,M,house,102,1958.0,ssa,,,,M
2669,William,Sarpalius,D,M,house,102,1948.0,ssa,,,,M
2671,Tom,Sawyer,D,M,house,102,1945.0,ssa,,,,M
2672,H. James,Saxton,R,M,house,102,1943.0,ssa,,,,M
2673,Dan,Schaefer,R,M,house,102,1936.0,ssa,,,,M
2674,James,Scheuer,D,M,house,102,1920.0,ipums,,,,M
2675,Steven,Schiff,R,M,house,102,1947.0,ssa,,,,M
2676,Patricia,Schroeder,D,F,house,102,1940.0,ssa,,,,F
2677,Richard,Schulze,R,M,house,102,1929.0,ipums,,,,M
2678,Charles,Schumer,D,M,house,102,1950.0,ssa,,,,M
2679,F.,Sensenbrenner,R,M,house,102,1943.0,ssa,,,,M
2680,José,Serrano,D,M,house,102,1943.0,ssa,,,,M
2681,Philip,Sharp,D,M,house,102,1942.0,ssa,,,,M
2682,E. Clay,Shaw,R,M,house,102,1939.0,ssa,,,,M
2683,Christopher,Shays,R,M,house,102,1945.0,ssa,,,,M
2684,Bud,Shuster,R,M,house,102,1932.0,ssa,,,,M
2687,Norman,Sisisky,D,M,house,102,1927.0,ipums,,,,M
2688,David,Skaggs,D,M,house,102,1943.0,ssa,,,,M
2689,Joe,Skeen,R,M,house,102,1927.0,ipums,,,,M
2690,Ike,Skelton,D,M,house,102,1931.0,ssa,,,,M
2691,James,Slattery,D,M,house,102,1948.0,ssa,,,,M
2692,Daniel,Slaughter,R,M,house,102,1925.0,ipums,,,,M
2693,Louise,Slaughter,D,F,house,102,1929.0,ipums,,,,F
2694,Robert,Smith,R,M,house,102,1931.0,ssa,,,,M
2695,Lamar,Smith,R,M,house,102,1947.0,ssa,,,,M
2696,Neal,Smith,D,M,house,102,1920.0,ipums,,,,M
2697,Lawrence,Smith,D,M,house,102,1941.0,ssa,,,,M
2698,Christopher,Smith,R,M,house,102,1953.0,ssa,,,,M
2699,Olympia,Snowe,R,F,house,102,1947.0,ssa,,,,F
2700,Stephen,Solarz,D,M,house,102,1940.0,ssa,,,,M
2701,Gerald,Solomon,R,M,house,102,1930.0,ssa,,,,M
2702,Floyd,Spence,R,M,house,102,1928.0,ipums,,,,M
2703,John,Spratt,D,M,house,102,1942.0,ssa,,,,M
2705,Richard,Stallings,D,M,house,102,1940.0,ssa,,,,M
2706,Pete,Stark,D,M,house,102,1931.0,ssa,,,,M
2707,Cliff,Stearns,R,M,house,102,1941.0,ssa,,,,M
2708,Charles,Stenholm,D,M,house,102,1938.0,ssa,,,,M
2709,Louis,Stokes,D,M,house,102,1925.0,ipums,,,,M
2710,Gerry,Studds,D,M,house,102,1937.0,ssa,,,,M
2711,Bob,Stump,R,M,house,102,1927.0,ipums,,,,M
2712,Donald,Sundquist,R,M,house,102,1936.0,ssa,,,,M
2713,Richard,Swett,D,M,house,102,1957.0,ssa,,,,M
2714,Allan,Swift,D,M,house,102,1935.0,ssa,,,,M
2715,Michael,Synar,D,M,house,102,1950.0,ssa,,,,M
2716,Robert,Tallon,D,M,house,102,1946.0,ssa,,,,M
2717,John,Tanner,D,M,house,102,1944.0,ssa,,,,M
2718,William,Tauzin,D,M,house,102,1943.0,ssa,,,,M
2719,Gene,Taylor,D,M,house,102,1953.0,ssa,,,,M
2720,Charles,Taylor,R,M,house,102,1941.0,ssa,,,,M
2721,Robert,Thomas,D,M,house,102,1943.0,ssa,,,,M
2722,Craig,Thomas,R,M,house,102,1933.0,ssa,,,,M
2723,William,Thomas,R,M,house,102,1941.0,ssa,,,,M
2724,Raymond,Thornton,D,M,house,102,1928.0,ipums,,,,M
2725,Esteban,Torres,D,M,house,102,1930.0,ssa,,,,M
2726,Robert,Torricelli,D,M,house,102,1951.0,ssa,,,,M
2727,Edolphus,Towns,D,M,house,102,1934.0,ssa,,,,M
2728,James,Traficant,D,M,house,102,1941.0,ssa,,,,M
2731,Jolene,Unsoeld,D,F,house,102,1931.0,ssa,,,,F
2732,Fred,Upton,R,M,house,102,1953.0,ssa,,,,M
2733,Tim,Valentine,D,M,house,102,1926.0,ipums,,,,M
2734,Guy,Vander Jagt,R,M,house,102,1931.0,ssa,,,,M
2735,Bruce,Vento,D,M,house,102,1940.0,ssa,,,,M
2736,Peter,Visclosky,D,M,house,102,1949.0,ssa,,,,M
2737,Harold,Volkmer,D,M,house,102,1931.0,ssa,,,,M
2738,Barbara,Vucanovich,R,F,house,102,1921.0,ipums,,,,F
2739,Robert,Walker,R,M,house,102,1942.0,ssa,,,,M
2740,James,Walsh,R,M,house,102,1947.0,ssa,,,,M
2741,Craig,Washington,D,M,house,102,1941.0,ssa,,,,M
2742,Maxine,Waters,D,F,house,102,1938.0,ssa,,,,F
2743,Henry,Waxman,D,M,house,102,1939.0,ssa,,,,M
2744,John,Weber,R,M,house,102,1952.0,ssa,,,,M
2745,Theodore,Weiss,D,M,house,102,1927.0,ipums,,,,M
2746,W. Curtis,Weldon,R,M,house,102,1947.0,ssa,,,,M
2747,Alan,Wheat,D,M,house,102,1951.0,ssa,,,,M
2748,Jamie,Whitten,D,M,house,102,1910.0,ipums,,,,M
2749,John,Williams,D,M,house,102,1937.0,ssa,,,,M
2750,Charles,Wilson,D,M,house,102,1933.0,ssa,,,,M
2751,Robert,Wise,D,M,house,102,1948.0,ssa,,,,M
2752,Frank,Wolf,R,M,house,102,1939.0,ssa,,,,M
2753,Howard,Wolpe,D,M,house,102,1939.0,ssa,,,,M
2754,Ron,Wyden,D,M,house,102,1949.0,ssa,,,,M
2756,Sidney,Yates,D,M,house,102,1909.0,ipums,,,,M
2758,Don,Young,R,M,house,102,1933.0,ssa,,,,M
2759,C. W. Bill,Young,R,M,house,102,1930.0,ssa,,,,M
2760,William,Zeliff,R,M,house,102,1936.0,ssa,,,,M
2761,Richard,Zimmer,R,M,house,102,1944.0,ssa,,,,M
2763,Daniel,Akaka,D,M,senate,102,1924.0,ipums,,,,M
2764,Max,Baucus,D,M,senate,102,1941.0,ssa,,,,M
2766,Joseph,Biden,D,M,senate,102,1942.0,ssa,,,,M
2767,Jeff,Bingaman,D,M,senate,102,1943.0,ssa,,,,M
2768,Christopher,Bond,R,M,senate,102,1939.0,ssa,,,,M
2769,David,Boren,D,M,senate,102,1941.0,ssa,,,,M
2770,William,Bradley,D,M,senate,102,1943.0,ssa,,,,M
2771,John,Breaux,D,M,senate,102,1944.0,ssa,,,,M
2772,Hank,Brown,R,M,senate,102,1940.0,ssa,,,,M
2773,Richard,Bryan,D,M,senate,102,1937.0,ssa,,,,M
2774,Dale,Bumpers,D,M,senate,102,1925.0,ipums,,,,M
2776,Jocelyn,Burdick,D,F,senate,102,1922.0,ipums,,,,F
2777,Conrad,Burns,R,M,senate,102,1935.0,ssa,,,,M
2778,Robert,Byrd,D,M,senate,102,1917.0,ipums,,,,M
2779,John,Chafee,R,M,senate,102,1922.0,ipums,,,,M
2780,Daniel,Coats,R,M,senate,102,1943.0,ssa,,,,M
2781,Thad,Cochran,R,M,senate,102,1937.0,ssa,,,,M
2782,William,Cohen,R,M,senate,102,1940.0,ssa,,,,M
2783,Kent,Conrad,D,M,senate,102,1948.0,ssa,,,,M
2784,Larry,Craig,R,M,senate,102,1945.0,ssa,,,,M
2786,Alfonse,D'Amato,R,M,senate,102,1937.0,ssa,,,,M
2787,John,Danforth,R,M,senate,102,1936.0,ssa,,,,M
2788,Thomas,Daschle,D,M,senate,102,1947.0,ssa,,,,M
2789,Dennis,DeConcini,D,M,senate,102,1937.0,ssa,,,,M
2791,Christopher,Dodd,D,M,senate,102,1944.0,ssa,,,,M
2792,Robert,Dole,R,M,senate,102,1923.0,ipums,,,,M
2793,Pete,Domenici,R,M,senate,102,1932.0,ssa,,,,M
2794,David,Durenberger,R,M,senate,102,1934.0,ssa,,,,M
2795,J. James,Exon,D,M,senate,102,1921.0,ipums,,,,M
2796,Dianne,Feinstein,D,F,senate,102,1933.0,ssa,,,,F
2797,Wendell,Ford,D,M,senate,102,1924.0,ipums,,,,M
2799,Edwin,Garn,R,M,senate,102,1932.0,ssa,,,,M
2800,John,Glenn,D,M,senate,102,1921.0,ipums,,,,M
2801,Albert,Gore,D,M,senate,102,1948.0,ssa,,,,M
2802,Slade,Gorton,R,M,senate,102,1928.0,ipums,,,,M
2803,Bob,Graham,D,M,senate,102,1936.0,ssa,,,,M
2804,Phil,Gramm,R,M,senate,102,1942.0,ssa,,,,M
2805,Charles,Grassley,R,M,senate,102,1933.0,ssa,,,,M
2806,Tom,Harkin,D,M,senate,102,1939.0,ssa,,,,M
2807,Orrin,Hatch,R,M,senate,102,1934.0,ssa,,,,M
2808,Mark,Hatfield,R,M,senate,102,1922.0,ipums,,,,M
2809,Howell,Heflin,D,M,senate,102,1921.0,ipums,,,,M
2810,Henry,Heinz,R,M,senate,102,1938.0,ssa,,,,M
2811,Jesse,Helms,R,M,senate,102,1921.0,ipums,,,,M
2812,Ernest,Hollings,D,M,senate,102,1922.0,ipums,,,,M
2813,Daniel,Inouye,D,M,senate,102,1924.0,ipums,,,,M
2814,James,Jeffords,R,M,senate,102,1934.0,ssa,,,,M
2815,John,Johnston,D,M,senate,102,1932.0,ssa,,,,M
2816,Nancy,Kassebaum,R,F,senate,102,1932.0,ssa,,,,F
2817,Robert,Kasten,R,M,senate,102,1942.0,ssa,,,,M
2818,Edward,Kennedy,D,M,senate,102,1932.0,ssa,,,,M
2819,J. Robert,Kerrey,D,M,senate,102,1943.0,ssa,,,,M
2820,John,Kerry,D,M,senate,102,1943.0,ssa,,,,M
2821,Herb,Kohl,D,M,senate,102,1935.0,ssa,,,,M
2822,Frank,Lautenberg,D,M,senate,102,1924.0,ipums,,,,M
2823,Patrick,Leahy,D,M,senate,102,1940.0,ssa,,,,M
2824,Carl,Levin,D,M,senate,102,1934.0,ssa,,,,M
2825,Joseph,Lieberman,D,M,senate,102,1942.0,ssa,,,,M
2826,Trent,Lott,R,M,senate,102,1941.0,ssa,,,,M
2827,Richard,Lugar,R,M,senate,102,1932.0,ssa,,,,M
2828,Connie,Mack,R,M,senate,102,1940.0,ssa,,,,M
2829,John,McCain,R,M,senate,102,1936.0,ssa,,,,M
2830,Mitch,McConnell,R,M,senate,102,1942.0,ssa,,,,M
2831,Howard,Metzenbaum,D,M,senate,102,1917.0,ipums,,,,M
2832,Barbara,Mikulski,D,F,senate,102,1936.0,ssa,,,,F
2833,George,Mitchell,D,M,senate,102,1933.0,ssa,,,,M
2834,Daniel,Moynihan,D,M,senate,102,1927.0,ipums,,,,M
2835,Frank,Murkowski,R,M,senate,102,1933.0,ssa,,,,M
2836,Don,Nickles,R,M,senate,102,1948.0,ssa,,,,M
2837,Samuel,Nunn,D,M,senate,102,1938.0,ssa,,,,M
2838,Robert,Packwood,R,M,senate,102,1932.0,ssa,,,,M
2839,Claiborne,Pell,D,M,senate,102,1918.0,ipums,,,,M
2841,David,Pryor,D,M,senate,102,1934.0,ssa,,,,M
2842,Harry,Reid,D,M,senate,102,1939.0,ssa,,,,M
2843,Donald,Riegle,D,M,senate,102,1938.0,ssa,,,,M
2844,Charles,Robb,D,M,senate,102,1939.0,ssa,,,,M
2845,John,Rockefeller,D,M,senate,102,1937.0,ssa,,,,M
2846,William,Roth,R,M,senate,102,1921.0,ipums,,,,M
2847,Warren,Rudman,R,M,senate,102,1930.0,ssa,,,,M
2848,James,Sanford,D,M,senate,102,1917.0,ipums,,,,M
2849,Paul,Sarbanes,D,M,senate,102,1933.0,ssa,,,,M
2850,James,Sasser,D,M,senate,102,1936.0,ssa,,,,M
2851,John,Seymour,R,M,senate,102,1937.0,ssa,,,,M
2852,Richard,Shelby,D,M,senate,102,1934.0,ssa,,,,M
2853,Paul,Simon,D,M,senate,102,1928.0,ipums,,,,M
2854,Alan,Simpson,R,M,senate,102,1931.0,ssa,,,,M
2855,Bob,Smith,R,M,senate,102,1941.0,ssa,,,,M
2856,Arlen,Specter,R,M,senate,102,1930.0,ssa,,,,M
2857,Ted,Stevens,R,M,senate,102,1923.0,ipums,,,,M
2859,Strom,Thurmond,R,M,senate,102,1902.0,ipums,,,,M
2860,Malcolm,Wallop,R,M,senate,102,1933.0,ssa,,,,M
2861,John,Warner,R,M,senate,102,1927.0,ipums,,,,M
2862,Paul,Wellstone,D,M,senate,102,1944.0,ssa,,,,M
2863,Pete,Wilson,R,M,senate,102,1933.0,ssa,,,,M
2864,Timothy,Wirth,D,M,senate,102,1939.0,ssa,,,,M
2865,Harris,Wofford,D,M,senate,102,1926.0,ipums,,,,M
2866,Neil,Abercrombie,D,M,house,103,1938.0,ssa,,,,M
2867,Gary,Ackerman,D,M,house,103,1942.0,ssa,,,,M
2868,Wayne,Allard,R,M,house,103,1943.0,ssa,,,,M
2869,Michael,Andrews,D,M,house,103,1944.0,ssa,,,,M
2870,Robert,Andrews,D,M,house,103,1957.0,ssa,,,,M
2871,Thomas,Andrews,D,M,house,103,1953.0,ssa,,,,M
2872,Douglas,Applegate,D,M,house,103,1928.0,ipums,,,,M
2873,Bill,Archer,R,M,house,103,1928.0,ipums,,,,M
2874,Richard,Armey,R,M,house,103,1940.0,ssa,,,,M
2875,Leslie,Aspin,D,M,house,103,1938.0,ssa,,,,M
2876,Jim,Bacchus,D,M,house,103,1949.0,ssa,,,,M
2877,Spencer,Bachus,R,M,house,103,1947.0,ssa,,,,M
2878,Scotty,Baesler,D,M,house,103,1941.0,ssa,,,,M
2879,Richard,Baker,R,M,house,103,1948.0,ssa,,,,M
2880,Bill,Baker,R,M,house,103,1940.0,ssa,,,,M
2881,Cass,Ballenger,R,M,house,103,1926.0,ipums,,,,M
2882,Peter,Barca,D,M,house,103,1955.0,ssa,,,,M
2883,James,Barcia,D,M,house,103,1952.0,ssa,,,,M
2884,Tom,Barlow,D,M,house,103,1940.0,ssa,,,,M
2885,Thomas,Barrett,D,M,house,103,1953.0,ssa,,,,M
2886,Bill,Barrett,R,M,house,103,1929.0,ipums,,,,M
2887,Roscoe,Bartlett,R,M,house,103,1926.0,ipums,,,,M
2888,Joe,Barton,R,M,house,103,1949.0,ssa,,,,M
2889,Herbert,Bateman,R,M,house,103,1928.0,ipums,,,,M
2890,Xavier,Becerra,D,M,house,103,1958.0,ssa,,,,M
2891,Anthony,Beilenson,D,M,house,103,1932.0,ssa,,,,M
2892,Helen,Bentley,R,F,house,103,1923.0,ipums,,,,F
2893,Douglas,Bereuter,R,M,house,103,1939.0,ssa,,,,M
2894,Howard,Berman,D,M,house,103,1941.0,ssa,,,,M
2895,Tom,Bevill,D,M,house,103,1921.0,ipums,,,,M
2896,James,Bilbray,D,M,house,103,1938.0,ssa,,,,M
2897,Michael,Bilirakis,R,M,house,103,1930.0,ssa,,,,M
2898,Sanford,Bishop,D,M,house,103,1947.0,ssa,,,,M
2899,Lucien,Blackwell,D,M,house,103,1931.0,ssa,,,,M
2900,Tom,Bliley,R,M,house,103,1932.0,ssa,,,,M
2901,Peter,Blute,R,M,house,103,1956.0,ssa,,,,M
2902,Sherwood,Boehlert,R,M,house,103,1936.0,ssa,,,,M
2903,John,Boehner,R,M,house,103,1949.0,ssa,,,,M
2904,Henry,Bonilla,R,M,house,103,1954.0,ssa,,,,M
2905,David,Bonior,D,M,house,103,1945.0,ssa,,,,M
2906,Robert,Borski,D,M,house,103,1948.0,ssa,,,,M
2907,Rick,Boucher,D,M,house,103,1946.0,ssa,,,,M
2908,Bill,Brewster,D,M,house,103,1941.0,ssa,,,,M
2909,Jack,Brooks,D,M,house,103,1922.0,ipums,,,,M
2910,Glen,Browder,D,M,house,103,1943.0,ssa,,,,M
2911,George,Brown,D,M,house,103,1920.0,ipums,,,,M
2912,Sherrod,Brown,D,M,house,103,1952.0,ssa,,,,M
2913,Corrine,Brown,D,F,house,103,1946.0,ssa,,,,F
2914,John,Bryant,D,M,house,103,1947.0,ssa,,,,M
2915,Jim,Bunning,R,M,house,103,1931.0,ssa,,,,M
2916,Dan,Burton,R,M,house,103,1938.0,ssa,,,,M
2917,Steve,Buyer,R,M,house,103,1958.0,ssa,,,,M
2918,Leslie,Byrne,D,F,house,103,1946.0,ssa,,,,F
2920,Ken,Calvert,R,M,house,103,1953.0,ssa,,,,M
2921,Dave,Camp,R,M,house,103,1953.0,ssa,,,,M
2922,Charles,Canady,R,M,house,103,1954.0,ssa,,,,M
2923,Maria,Cantwell,D,F,house,103,1958.0,ssa,,,,F
2924,Benjamin,Cardin,D,M,house,103,1943.0,ssa,,,,M
2925,Bob,Carr,D,M,house,103,1943.0,ssa,,,,M
2926,Michael,Castle,R,M,house,103,1939.0,ssa,,,,M
2927,Jim,Chapman,D,M,house,103,1945.0,ssa,,,,M
2928,William,Clay,D,M,house,103,1931.0,ssa,,,,M
2929,Eva,Clayton,D,F,house,103,1934.0,ssa,,,,F
2930,Bob,Clement,D,M,house,103,1943.0,ssa,,,,M
2931,William,Clinger,R,M,house,103,1929.0,ipums,,,,M
2932,James,Clyburn,D,M,house,103,1940.0,ssa,,,,M
2933,Howard,Coble,R,M,house,103,1931.0,ssa,,,,M
2934,Ronald,Coleman,D,M,house,103,1941.0,ssa,,,,M
2935,Barbara-Rose,Collins,D,F,house,103,1939.0,ssa,,,,F
2936,Cardiss,Collins,D,F,house,103,1931.0,ssa,,,,F
2937,Michael,Collins,R,M,house,103,1944.0,ssa,,,,M
2938,Larry,Combest,R,M,house,103,1945.0,ssa,,,,M
2939,Gary,Condit,D,M,house,103,1948.0,ssa,,,,M
2940,John,Conyers,D,M,house,103,1929.0,ipums,,,,M
2941,Jim,Cooper,D,M,house,103,1954.0,ssa,,,,M
2942,Sam,Coppersmith,D,M,house,103,1955.0,ssa,,,,M
2943,Jerry,Costello,D,M,house,103,1949.0,ssa,,,,M
2944,Christopher,Cox,R,M,house,103,1952.0,ssa,,,,M
2945,William,Coyne,D,M,house,103,1936.0,ssa,,,,M
2946,Robert,Cramer,D,M,house,103,1947.0,ssa,,,,M
2947,Philip,Crane,R,M,house,103,1930.0,ssa,,,,M
2948,Michael,Crapo,R,M,house,103,1951.0,ssa,,,,M
2949,Randy,Cunningham,R,M,house,103,1941.0,ssa,,,,M
2950,Pat,Danner,D,F,house,103,1934.0,ssa,,,,F
2951,George,Darden,D,M,house,103,1943.0,ssa,,,,M
2952,Eligio,de la Garza,D,M,house,103,1927.0,ipums,,,,M
2953,Ron,de Lugo,D,M,house,103,1930.0,ssa,,,,M
2954,Nathan,Deal,D,M,house,103,1942.0,ssa,,,,M
2955,Peter,DeFazio,D,M,house,103,1947.0,ssa,,,,M
2956,Rosa,DeLauro,D,F,house,103,1943.0,ssa,,,,F
2957,Thomas,DeLay,R,M,house,103,1947.0,ssa,,,,M
2958,Ronald,Dellums,D,M,house,103,1935.0,ssa,,,,M
2959,Butler,Derrick,D,M,house,103,1936.0,ssa,,,,M
2960,Peter,Deutsch,D,M,house,103,1957.0,ssa,,,,M
2961,Lincoln,Diaz-Balart,R,M,house,103,1954.0,ssa,,,,M
2962,Jay,Dickey,R,M,house,103,1939.0,ssa,,,,M
2963,Norman,Dicks,D,M,house,103,1940.0,ssa,,,,M
2964,John,Dingell,D,M,house,103,1926.0,ipums,,,,M
2965,Julian,Dixon,D,M,house,103,1934.0,ssa,,,,M
2966,Calvin,Dooley,D,M,house,103,1954.0,ssa,,,,M
2967,John,Doolittle,R,M,house,103,1950.0,ssa,,,,M
2968,Robert,Dornan,R,M,house,103,1933.0,ssa,,,,M
2969,David,Dreier,R,M,house,103,1952.0,ssa,,,,M
2970,John,Duncan,R,M,house,103,1947.0,ssa,,,,M
2971,Jennifer,Dunn,R,F,house,103,1941.0,ssa,,,,F
2972,Richard,Durbin,D,M,house,103,1944.0,ssa,,,,M
2973,Don,Edwards,D,M,house,103,1915.0,ipums,,,,M
2974,Chet,Edwards,D,M,house,103,1951.0,ssa,,,,M
2975,Vernon,Ehlers,R,M,house,103,1934.0,ssa,,,,M
2976,Bill,Emerson,R,M,house,103,1938.0,ssa,,,,M
2977,Eliot,Engel,D,M,house,103,1947.0,ssa,,,,M
2978,Glenn,English,D,M,house,103,1940.0,ssa,,,,M
2979,Karan,English,D,F,house,103,1949.0,ssa,,,,F
2980,Anna,Eshoo,D,F,house,103,1942.0,ssa,,,,F
2981,Mike,Espy,D,M,house,103,1953.0,ssa,,,,M
2982,Lane,Evans,D,M,house,103,1951.0,ssa,,,,M
